Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Employment Years
349778.0,Long Term,,,Home Mortgage,Other,18776.56,18.5,,12.0,0.0,184224.0,486992.0,0.0,0.0,10.0
630850.0,Short Term,747.0,2334948.0,Home Mortgage,Debt Consolidation,23933.16,20.6,8.0,12.0,0.0,133342.0,615142.0,0.0,0.0,10.0
223608.0,Long Term,719.0,1158696.0,Rent,Debt Consolidation,3147.73,13.1,,11.0,0.0,120479.0,239316.0,0.0,0.0,10.0
140624.0,Short Term,706.0,896857.0,Home Mortgage,Debt Consolidation,7772.71,24.4,12.0,11.0,1.0,118408.0,374594.0,0.0,0.0,6.0
654060.0,Short Term,680.0,1412175.0,Rent,Home Improvements,17652.14,7.5,,6.0,0.0,150518.0,366146.0,0.0,0.0,2.0
155386.0,Short Term,691.0,421762.0,Own Home,Home Improvements,7310.44,14.0,47.0,9.0,0.0,87419.0,326524.0,0.0,0.0,3.0
161106.0,Short Term,720.0,649306.0,Rent,Debt Consolidation,5134.94,9.2,,20.0,0.0,135926.0,264088.0,0.0,0.0,5.0
396110.0,Short Term,729.0,1127346.0,Home Mortgage,Debt Consolidation,6557.47,16.5,30.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
519706.0,Short Term,,,Rent,Debt Consolidation,55333.7,16.4,9.0,27.0,0.0,1209426.0,3182674.0,0.0,0.0,8.0
279972.0,Short Term,683.0,3254852.0,Own Home,Other,37430.76,25.4,,19.0,0.0,868148.0,1342088.0,0.0,0.0,7.0
600842.0,Short Term,,,Rent,Debt Consolidation,21140.35,18.0,,6.0,0.0,499187.0,656810.0,0.0,0.0,6.0
435864.0,Long Term,703.0,1580401.0,Home Mortgage,Debt Consolidation,21862.16,11.3,,11.0,0.0,420147.0,594726.0,0.0,0.0,7.0
306020.0,Short Term,720.0,1574093.0,Rent,Debt Consolidation,10664.51,15.7,,12.0,0.0,214339.0,541904.0,0.0,0.0,3.0
187066.0,Short Term,751.0,2661064.0,Home Mortgage,Debt Consolidation,58986.83,29.5,69.0,18.0,0.0,665836.0,1764224.0,0.0,0.0,10.0
365376.0,Short Term,,,Home Mortgage,Other,30188.91,16.7,67.0,22.0,0.0,358340.0,689216.0,0.0,0.0,5.0
355124.0,Short Term,,,Home Mortgage,Debt Consolidation,26221.71,15.2,40.0,17.0,0.0,274037.0,477158.0,0.0,0.0,10.0
266684.0,Long Term,699.0,1631473.0,Home Mortgage,Debt Consolidation,13187.71,15.9,,6.0,0.0,168967.0,195646.0,0.0,0.0,10.0
223850.0,Short Term,684.0,483322.0,Rent,Other,9545.41,8.7,55.0,11.0,0.0,160474.0,315480.0,0.0,0.0,0.0
331958.0,Short Term,732.0,955605.0,Home Mortgage,Debt Consolidation,17758.35,15.4,7.0,9.0,0.0,381083.0,464970.0,0.0,0.0,2.0
276628.0,Long Term,646.0,2230980.0,Home Mortgage,Home Improvements,37926.66,15.8,70.0,24.0,1.0,55062.0,574442.0,1.0,0.0,10.0
90816.0,Short Term,738.0,448210.0,Home Mortgage,Debt Consolidation,11877.28,21.8,75.0,10.0,0.0,167656.0,302852.0,0.0,0.0,5.0
292688.0,Long Term,696.0,1149006.0,Rent,Debt Consolidation,26618.62,22.2,29.0,13.0,0.0,315761.0,540870.0,0.0,0.0,6.0
368786.0,Long Term,705.0,907839.0,Home Mortgage,Debt Consolidation,18837.55,11.1,,14.0,0.0,88255.0,438526.0,0.0,0.0,1.0
437712.0,Short Term,713.0,1134072.0,Rent,Debt Consolidation,29769.39,9.7,6.0,9.0,0.0,138985.0,284306.0,0.0,0.0,3.0
,Short Term,743.0,2557457.0,Home Mortgage,Home Improvements,19905.54,22.0,67.0,11.0,0.0,440154.0,859430.0,0.0,0.0,9.0
174460.0,Short Term,709.0,904058.0,Home Mortgage,Debt Consolidation,13711.73,16.6,7.0,7.0,0.0,173489.0,390038.0,0.0,0.0,10.0
427350.0,Long Term,712.0,922678.0,Home Mortgage,Debt Consolidation,20221.89,15.8,32.0,14.0,1.0,140448.0,371316.0,1.0,0.0,7.0
509894.0,Short Term,727.0,1050757.0,Home Mortgage,Debt Consolidation,27844.88,31.6,47.0,20.0,0.0,568404.0,997194.0,0.0,0.0,10.0
110330.0,Short Term,717.0,685976.0,Home Mortgage,Debt Consolidation,10003.88,36.5,56.0,11.0,0.0,167656.0,510840.0,0.0,0.0,10.0
288464.0,Short Term,742.0,1437255.0,Rent,Debt Consolidation,11749.6,14.7,,19.0,0.0,270826.0,463870.0,0.0,0.0,4.0
265188.0,Short Term,712.0,988874.0,Rent,Debt Consolidation,13596.97,17.0,,19.0,0.0,292353.0,459932.0,0.0,0.0,10.0
218306.0,Short Term,666.0,1847655.0,Rent,Business Loan,14596.56,15.2,,15.0,0.0,349125.0,1098548.0,0.0,0.0,7.0
162316.0,Short Term,737.0,1833538.0,Rent,Debt Consolidation,36059.72,17.8,,16.0,0.0,367441.0,631246.0,0.0,0.0,10.0
788942.0,Short Term,695.0,2917317.0,Home Mortgage,Debt Consolidation,14319.16,38.3,,12.0,0.0,440629.0,525426.0,0.0,0.0,10.0
611864.0,Short Term,723.0,2170370.0,Rent,Business Loan,33278.88,12.9,,15.0,0.0,211546.0,485034.0,0.0,0.0,3.0
224466.0,Short Term,731.0,969285.0,Rent,Debt Consolidation,17608.63,11.4,17.0,14.0,0.0,372666.0,847770.0,0.0,0.0,2.0
88440.0,Short Term,730.0,679706.0,Rent,Debt Consolidation,9357.31,10.3,,15.0,0.0,39919.0,101618.0,0.0,0.0,0.0
489698.0,Short Term,709.0,1913680.0,Home Mortgage,Debt Consolidation,21369.49,12.1,9.0,19.0,0.0,265696.0,341066.0,0.0,0.0,9.0
151162.0,Short Term,720.0,466222.0,Rent,Debt Consolidation,6177.28,26.9,,9.0,1.0,84588.0,293260.0,1.0,0.0,0.0
494010.0,Long Term,710.0,1629041.0,Home Mortgage,Debt Consolidation,19141.17,20.0,14.0,17.0,0.0,492423.0,968022.0,0.0,0.0,10.0
522808.0,Short Term,712.0,1419870.0,Rent,Debt Consolidation,28740.54,18.8,,9.0,0.0,342988.0,526020.0,0.0,0.0,5.0
450868.0,Long Term,,,Home Mortgage,Debt Consolidation,36861.9,25.7,,15.0,0.0,368657.0,558712.0,0.0,0.0,0.0
107536.0,Short Term,665.0,972515.0,Own Home,Debt Consolidation,13777.28,14.8,6.0,10.0,0.0,8474.0,101244.0,0.0,0.0,10.0
,Short Term,741.0,2347051.0,Home Mortgage,Debt Consolidation,14610.43,12.8,,17.0,0.0,514976.0,812372.0,0.0,0.0,3.0
,Short Term,750.0,1373681.0,Home Mortgage,Debt Consolidation,12626.45,20.0,,10.0,0.0,39292.0,293524.0,0.0,0.0,0.0
450164.0,Long Term,695.0,1943890.0,Rent,Debt Consolidation,9039.06,17.0,19.0,12.0,0.0,77197.0,191796.0,0.0,0.0,2.0
,Short Term,742.0,2090627.0,Home Mortgage,Debt Consolidation,12212.63,20.0,14.0,15.0,0.0,246525.0,444620.0,0.0,0.0,0.0
235862.0,Short Term,722.0,568461.0,Rent,Debt Consolidation,6395.21,5.5,,8.0,0.0,115938.0,186472.0,0.0,0.0,3.0
,Short Term,719.0,2088537.0,Home Mortgage,Debt Consolidation,50124.85,22.0,,21.0,0.0,826766.0,1156144.0,0.0,0.0,4.0
121308.0,Short Term,,,Rent,Debt Consolidation,4714.85,16.8,49.0,15.0,0.0,97204.0,247368.0,0.0,0.0,4.0
152306.0,Short Term,697.0,1014714.0,Rent,Medical Bills,19871.53,14.9,,12.0,0.0,143811.0,533698.0,0.0,0.0,7.0
221320.0,Short Term,660.0,764560.0,Rent,Buy House,23956.15,13.8,8.0,10.0,1.0,67108.0,301202.0,1.0,0.0,8.0
259006.0,Long Term,660.0,1099815.0,Home Mortgage,Debt Consolidation,9641.55,16.0,,10.0,0.0,108167.0,197560.0,0.0,0.0,10.0
372328.0,Long Term,680.0,729505.0,Home Mortgage,Debt Consolidation,11064.08,18.4,58.0,18.0,0.0,258571.0,582494.0,0.0,0.0,10.0
214566.0,Short Term,732.0,810692.0,Own Home,Debt Consolidation,8917.65,23.2,80.0,7.0,1.0,95418.0,203456.0,1.0,0.0,2.0
44682.0,Short Term,743.0,1350349.0,Home Mortgage,Debt Consolidation,11140.46,22.3,11.0,12.0,0.0,198151.0,952028.0,0.0,0.0,10.0
286088.0,Short Term,734.0,1254646.0,Home Mortgage,Debt Consolidation,15891.98,17.2,2.0,8.0,1.0,89832.0,322036.0,0.0,1.0,10.0
180290.0,Short Term,691.0,652631.0,Rent,Other,16207.0,10.0,4.0,20.0,0.0,195054.0,324060.0,0.0,0.0,1.0
133672.0,Short Term,732.0,665133.0,Home Mortgage,Other,1141.71,31.3,,7.0,0.0,35150.0,151888.0,0.0,0.0,10.0
495330.0,Short Term,750.0,1208951.0,Own Home,Debt Consolidation,15917.63,23.0,23.0,16.0,0.0,427861.0,2064216.0,0.0,0.0,8.0
448976.0,Long Term,681.0,2946919.0,Own Home,Debt Consolidation,49115.19,14.8,54.0,14.0,0.0,324501.0,1085986.0,0.0,0.0,1.0
,Short Term,687.0,2078296.0,Rent,Debt Consolidation,17319.26,16.4,12.0,9.0,0.0,82859.0,205458.0,0.0,0.0,10.0
668514.0,Long Term,704.0,1433759.0,Own Home,Debt Consolidation,21028.63,20.9,15.0,20.0,0.0,311201.0,637736.0,0.0,0.0,10.0
,Short Term,726.0,1374574.0,Home Mortgage,Debt Consolidation,15956.39,17.7,,13.0,0.0,356782.0,581020.0,0.0,0.0,6.0
92708.0,Short Term,697.0,439470.0,Home Mortgage,Debt Consolidation,12085.71,14.2,22.0,8.0,0.0,277609.0,711150.0,0.0,0.0,
528110.0,Short Term,,,Rent,Debt Consolidation,13262.38,12.8,,9.0,0.0,299155.0,620796.0,0.0,0.0,6.0
54692.0,Short Term,731.0,753939.0,Rent,Buy A Car,7979.24,16.2,13.0,5.0,0.0,42655.0,148742.0,0.0,0.0,5.0
280962.0,Short Term,704.0,2132085.0,Home Mortgage,Debt Consolidation,23808.14,16.0,73.0,15.0,0.0,176643.0,423478.0,0.0,0.0,10.0
126038.0,Short Term,690.0,699732.0,Rent,Debt Consolidation,7405.44,12.0,,7.0,0.0,106495.0,254254.0,0.0,0.0,8.0
331980.0,Short Term,745.0,2198110.0,Rent,Debt Consolidation,34437.12,25.0,32.0,9.0,0.0,365237.0,513216.0,0.0,0.0,2.0
334928.0,Short Term,724.0,1928310.0,Own Home,Debt Consolidation,15008.67,9.0,32.0,9.0,0.0,132126.0,796840.0,0.0,0.0,1.0
198858.0,Short Term,740.0,1488365.0,Rent,Debt Consolidation,19224.77,17.7,57.0,12.0,0.0,564813.0,802450.0,0.0,0.0,10.0
760452.0,Long Term,725.0,2251728.0,Home Mortgage,Home Improvements,36778.3,15.4,,8.0,0.0,0.0,0.0,0.0,0.0,10.0
466884.0,Long Term,731.0,1120050.0,Own Home,Debt Consolidation,10733.86,15.6,,5.0,0.0,91352.0,185900.0,0.0,0.0,2.0
,Short Term,751.0,1543408.0,Home Mortgage,Other,13633.45,41.5,,15.0,0.0,103759.0,639034.0,0.0,0.0,1.0
180224.0,Short Term,725.0,817152.0,Home Mortgage,Business Loan,13755.43,18.7,,8.0,0.0,62510.0,137346.0,0.0,0.0,10.0
66352.0,Short Term,749.0,2005583.0,Own Home,Other,12167.22,12.9,38.0,8.0,0.0,539467.0,974490.0,0.0,0.0,1.0
417890.0,Long Term,725.0,1345561.0,Rent,Debt Consolidation,22986.58,19.4,,6.0,0.0,653866.0,843106.0,0.0,0.0,10.0
117634.0,Short Term,,,Rent,Debt Consolidation,23703.07,14.1,,17.0,0.0,222528.0,792814.0,0.0,0.0,6.0
233552.0,Short Term,,,Rent,Debt Consolidation,17047.94,12.6,,19.0,0.0,343938.0,651772.0,0.0,0.0,3.0
367334.0,Short Term,743.0,1866180.0,Rent,Debt Consolidation,25193.43,26.0,18.0,8.0,0.0,541196.0,663124.0,0.0,0.0,4.0
548636.0,Long Term,660.0,1128144.0,Home Mortgage,Debt Consolidation,14853.82,9.1,,8.0,1.0,140372.0,239404.0,0.0,0.0,0.0
,Short Term,717.0,2210612.0,Home Mortgage,Debt Consolidation,34080.3,12.5,,9.0,0.0,318459.0,417604.0,0.0,0.0,6.0
141834.0,Short Term,723.0,1139544.0,Rent,Debt Consolidation,14624.11,13.6,64.0,8.0,1.0,78698.0,277002.0,1.0,0.0,1.0
143836.0,Short Term,702.0,924502.0,Home Mortgage,Debt Consolidation,24113.85,15.8,44.0,10.0,0.0,313994.0,381502.0,0.0,0.0,10.0
450252.0,Short Term,691.0,1263785.0,Rent,Other,8551.52,41.3,,11.0,0.0,234688.0,340120.0,0.0,0.0,
355102.0,Long Term,,,Rent,Debt Consolidation,12266.97,11.4,32.0,11.0,0.0,78204.0,344300.0,0.0,0.0,4.0
320320.0,Short Term,,,Home Mortgage,Debt Consolidation,7876.45,15.6,15.0,11.0,0.0,186675.0,537680.0,0.0,0.0,10.0
92730.0,Short Term,,,Home Mortgage,Debt Consolidation,6118.76,9.5,,6.0,0.0,28272.0,74382.0,0.0,0.0,10.0
539066.0,Long Term,694.0,1191794.0,Home Mortgage,Debt Consolidation,21948.99,27.7,9.0,13.0,0.0,260680.0,510752.0,0.0,0.0,10.0
119944.0,Short Term,728.0,1112697.0,Rent,Home Improvements,12425.05,14.0,45.0,16.0,0.0,101517.0,833712.0,0.0,0.0,10.0
110484.0,Short Term,724.0,763192.0,Home Mortgage,Other,3338.87,15.7,56.0,3.0,0.0,15903.0,88484.0,0.0,0.0,4.0
432344.0,Long Term,622.0,1391123.0,Home Mortgage,Home Improvements,23996.81,10.9,,10.0,0.0,138415.0,326436.0,0.0,0.0,10.0
438526.0,Long Term,,,Rent,Debt Consolidation,13003.22,18.0,67.0,15.0,1.0,211755.0,723250.0,1.0,0.0,10.0
213510.0,Short Term,,,Own Home,Debt Consolidation,16636.59,14.0,,6.0,0.0,420432.0,525140.0,0.0,0.0,10.0
551100.0,Long Term,693.0,1180356.0,Home Mortgage,Debt Consolidation,18335.0,18.4,,12.0,0.0,276488.0,392348.0,0.0,0.0,10.0
89518.0,Short Term,,,Home Mortgage,Debt Consolidation,29717.9,16.0,,11.0,0.0,457007.0,530222.0,0.0,0.0,10.0
197604.0,Short Term,738.0,1611770.0,Rent,Debt Consolidation,15983.37,22.6,10.0,7.0,0.0,559645.0,702834.0,0.0,0.0,2.0
765402.0,Long Term,694.0,1437635.0,Home Mortgage,Debt Consolidation,28632.81,29.7,,6.0,0.0,624568.0,731236.0,0.0,0.0,10.0
109406.0,Short Term,687.0,396853.0,Own Home,Debt Consolidation,9887.98,17.6,,7.0,0.0,197581.0,481624.0,0.0,0.0,10.0
237314.0,Long Term,714.0,409906.0,Rent,Debt Consolidation,6285.2,26.6,,10.0,0.0,94525.0,380028.0,0.0,0.0,10.0
655842.0,Long Term,662.0,2265636.0,Home Mortgage,Business Loan,14669.9,18.2,14.0,15.0,0.0,541842.0,1272612.0,0.0,0.0,10.0
224466.0,Short Term,725.0,1066223.0,Own Home,Debt Consolidation,26122.15,16.3,6.0,15.0,0.0,252187.0,565906.0,0.0,0.0,8.0
315810.0,Long Term,728.0,1730520.0,Rent,Debt Consolidation,8566.15,15.2,73.0,9.0,0.0,317566.0,450626.0,0.0,0.0,4.0
165198.0,Short Term,,,Home Mortgage,Other,8905.11,20.6,,5.0,0.0,90231.0,123354.0,0.0,0.0,0.0
134002.0,Short Term,716.0,607544.0,Rent,Debt Consolidation,10935.64,7.3,,9.0,0.0,172026.0,301334.0,0.0,0.0,4.0
218240.0,Short Term,747.0,942400.0,Home Mortgage,Debt Consolidation,7554.78,24.5,,7.0,0.0,356554.0,1243506.0,0.0,0.0,4.0
222948.0,Short Term,734.0,1155276.0,Own Home,Debt Consolidation,28207.97,15.4,,11.0,0.0,279357.0,421190.0,0.0,0.0,10.0
325248.0,Short Term,746.0,1086135.0,Rent,Debt Consolidation,13757.71,10.8,,13.0,0.0,277894.0,498894.0,0.0,0.0,2.0
549120.0,Long Term,714.0,1707264.0,Home Mortgage,Debt Consolidation,17214.95,27.2,42.0,14.0,0.0,322145.0,994686.0,0.0,0.0,4.0
557656.0,Short Term,700.0,1442347.0,Rent,Debt Consolidation,16418.66,17.3,,8.0,0.0,318535.0,391534.0,0.0,0.0,2.0
778096.0,Short Term,724.0,1555169.0,Home Mortgage,Debt Consolidation,33565.59,14.5,,9.0,0.0,479047.0,924484.0,0.0,0.0,5.0
333432.0,Long Term,737.0,1382231.0,Home Mortgage,Debt Consolidation,17162.7,19.1,,13.0,0.0,268394.0,747076.0,0.0,0.0,10.0
438592.0,Short Term,694.0,3030272.0,Home Mortgage,Debt Consolidation,33838.05,48.4,,19.0,2.0,382831.0,1073314.0,0.0,2.0,10.0
112618.0,Short Term,,,Own Home,Debt Consolidation,12697.13,21.2,,11.0,0.0,140334.0,202598.0,0.0,0.0,0.0
89078.0,Short Term,746.0,427994.0,Home Mortgage,Debt Consolidation,2874.7,4.9,,5.0,0.0,77311.0,291610.0,0.0,0.0,3.0
478918.0,Short Term,,,Own Home,Business Loan,28615.9,14.0,23.0,14.0,0.0,421325.0,844030.0,0.0,0.0,7.0
175802.0,Short Term,717.0,848084.0,Rent,Debt Consolidation,11378.34,13.9,0.0,10.0,0.0,152000.0,256938.0,,0.0,1.0
269874.0,Short Term,744.0,683240.0,Rent,Debt Consolidation,9565.36,16.2,68.0,11.0,0.0,285171.0,471702.0,0.0,0.0,5.0
322938.0,Long Term,725.0,1580439.0,Home Mortgage,Debt Consolidation,18043.35,16.0,,9.0,0.0,300428.0,479820.0,0.0,0.0,10.0
219054.0,Short Term,708.0,945915.0,Rent,Debt Consolidation,14346.33,6.9,15.0,12.0,0.0,133285.0,422796.0,0.0,0.0,1.0
,Short Term,747.0,1354738.0,Home Mortgage,Debt Consolidation,18966.18,16.0,75.0,11.0,0.0,268660.0,446314.0,0.0,0.0,10.0
323928.0,Short Term,711.0,2890812.0,Rent,Debt Consolidation,35653.5,19.7,,17.0,0.0,644632.0,909150.0,0.0,0.0,10.0
66704.0,Short Term,722.0,313329.0,Rent,Other,3838.38,9.8,,3.0,0.0,27683.0,209528.0,0.0,0.0,0.0
,Short Term,725.0,958094.0,Rent,Other,11816.48,17.6,21.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0
219736.0,Short Term,710.0,1651024.0,Rent,Debt Consolidation,25590.72,17.1,37.0,7.0,0.0,594814.0,734272.0,0.0,0.0,10.0
176726.0,Short Term,742.0,919562.0,Home Mortgage,Debt Consolidation,24521.4,16.2,,12.0,0.0,566086.0,722656.0,0.0,0.0,0.0
188826.0,Short Term,748.0,700302.0,Home Mortgage,Debt Consolidation,6600.22,19.3,,10.0,0.0,156123.0,1144110.0,0.0,0.0,4.0
334026.0,Short Term,684.0,1541128.0,Home Mortgage,Other,26841.3,17.5,,6.0,1.0,160379.0,332200.0,1.0,0.0,2.0
430430.0,Short Term,742.0,956840.0,Home Mortgage,Debt Consolidation,19376.01,18.7,,11.0,0.0,396492.0,598554.0,0.0,0.0,6.0
771936.0,Long Term,722.0,2247605.0,Home Mortgage,Debt Consolidation,26222.09,18.5,,19.0,0.0,935902.0,2189242.0,0.0,0.0,10.0
275506.0,Short Term,750.0,2017629.0,Home Mortgage,Debt Consolidation,31609.54,15.4,,8.0,0.0,29317.0,255200.0,0.0,0.0,4.0
621236.0,Long Term,636.0,3081059.0,Home Mortgage,Debt Consolidation,54945.53,16.0,4.0,18.0,0.0,3158199.0,5417566.0,0.0,0.0,10.0
390962.0,Short Term,742.0,2063457.0,Home Mortgage,Debt Consolidation,28716.41,35.1,18.0,20.0,0.0,591451.0,965910.0,0.0,0.0,10.0
228008.0,Short Term,745.0,704235.0,Home Mortgage,Debt Consolidation,6103.37,21.6,,8.0,1.0,233244.0,370986.0,1.0,0.0,10.0
65384.0,Short Term,751.0,1468073.0,Rent,Other,16638.11,18.6,30.0,19.0,0.0,142747.0,516494.0,0.0,0.0,0.0
154088.0,Short Term,744.0,380228.0,Rent,Debt Consolidation,7446.29,9.8,,7.0,0.0,89870.0,601480.0,0.0,0.0,0.0
156134.0,Short Term,,,Rent,Debt Consolidation,2546.76,33.7,,6.0,1.0,67355.0,128062.0,1.0,0.0,0.0
161436.0,Short Term,,,Rent,Debt Consolidation,2362.46,15.4,,4.0,1.0,95741.0,200486.0,1.0,0.0,8.0
,Short Term,731.0,1216361.0,Own Home,Debt Consolidation,23110.84,18.4,38.0,11.0,0.0,406049.0,581174.0,0.0,0.0,10.0
218680.0,Short Term,746.0,756067.0,Own Home,Debt Consolidation,13420.27,32.0,26.0,9.0,0.0,149530.0,446270.0,0.0,0.0,
125070.0,Long Term,,,Home Mortgage,Debt Consolidation,13885.2,15.4,,6.0,0.0,199899.0,245718.0,0.0,0.0,10.0
343904.0,Short Term,739.0,1206595.0,Home Mortgage,Debt Consolidation,7772.52,8.4,,14.0,0.0,179930.0,416680.0,0.0,0.0,4.0
276694.0,Short Term,723.0,663803.0,Rent,Debt Consolidation,6029.65,18.5,13.0,9.0,0.0,106761.0,456148.0,0.0,0.0,1.0
177386.0,Short Term,738.0,1972466.0,Home Mortgage,Home Improvements,16601.63,25.2,68.0,7.0,1.0,124146.0,221848.0,1.0,0.0,10.0
157014.0,Short Term,743.0,2365158.0,Rent,Take A Trip,22863.27,22.2,14.0,14.0,1.0,175028.0,590854.0,1.0,0.0,8.0
130900.0,Short Term,750.0,1695807.0,Home Mortgage,Debt Consolidation,11828.26,17.0,,15.0,0.0,175864.0,1241614.0,0.0,0.0,8.0
515130.0,Long Term,676.0,971014.0,Rent,Debt Consolidation,24275.16,16.6,,10.0,0.0,679003.0,1477828.0,0.0,0.0,5.0
223916.0,Short Term,,,Home Mortgage,Debt Consolidation,22238.93,32.5,60.0,23.0,0.0,167865.0,503514.0,0.0,0.0,10.0
451616.0,Short Term,733.0,3157325.0,Home Mortgage,Debt Consolidation,29205.28,24.1,62.0,8.0,0.0,945421.0,1483328.0,0.0,0.0,10.0
120868.0,Short Term,,,Rent,Debt Consolidation,8970.47,8.6,10.0,11.0,0.0,129789.0,238524.0,0.0,0.0,2.0
204468.0,Short Term,733.0,3175755.0,Home Mortgage,Debt Consolidation,16990.37,22.9,33.0,10.0,1.0,17195.0,201014.0,1.0,0.0,1.0
107756.0,Short Term,728.0,2233488.0,Rent,Debt Consolidation,30896.66,16.2,24.0,10.0,0.0,694773.0,808522.0,0.0,0.0,4.0
283074.0,Long Term,729.0,1435811.0,Own Home,Debt Consolidation,5276.68,11.4,19.0,8.0,0.0,86944.0,359546.0,0.0,0.0,1.0
240812.0,Short Term,,,Rent,Debt Consolidation,8843.36,16.5,43.0,6.0,0.0,159562.0,313676.0,0.0,0.0,6.0
245982.0,Short Term,716.0,661979.0,Own Home,Debt Consolidation,6730.18,13.1,,6.0,0.0,173679.0,254892.0,0.0,0.0,6.0
404030.0,Long Term,702.0,1744713.0,Rent,Debt Consolidation,10759.13,15.1,59.0,12.0,0.0,242725.0,424556.0,0.0,0.0,5.0
,Long Term,695.0,1594005.0,Rent,Buy A Car,10307.88,19.5,54.0,5.0,0.0,20159.0,73876.0,0.0,0.0,5.0
323268.0,Short Term,,,Home Mortgage,Debt Consolidation,28771.7,32.8,,12.0,0.0,349353.0,1003772.0,0.0,0.0,9.0
182072.0,Short Term,737.0,842346.0,Rent,Debt Consolidation,13688.17,6.5,38.0,6.0,0.0,38114.0,136620.0,0.0,0.0,5.0
669702.0,Short Term,718.0,2660551.0,Home Mortgage,Debt Consolidation,43455.47,8.7,,10.0,0.0,535534.0,1185668.0,0.0,0.0,5.0
539308.0,Short Term,729.0,1358462.0,Home Mortgage,Debt Consolidation,22527.73,19.7,,24.0,0.0,316179.0,631202.0,0.0,0.0,10.0
548130.0,Long Term,,,Home Mortgage,Debt Consolidation,16107.82,16.0,21.0,12.0,0.0,214206.0,504108.0,0.0,0.0,10.0
,Short Term,746.0,1724307.0,Own Home,Debt Consolidation,16955.79,27.6,50.0,7.0,0.0,476425.0,1118986.0,0.0,0.0,10.0
132022.0,Short Term,738.0,802636.0,Rent,Debt Consolidation,9497.91,8.1,,7.0,0.0,108281.0,391776.0,0.0,0.0,0.0
186626.0,Short Term,,,Home Mortgage,Debt Consolidation,16674.21,13.5,49.0,8.0,0.0,34998.0,405240.0,0.0,0.0,3.0
430892.0,Long Term,675.0,1451315.0,Home Mortgage,Debt Consolidation,19230.09,15.2,22.0,15.0,0.0,402534.0,682418.0,0.0,0.0,10.0
318516.0,Long Term,663.0,1480461.0,Rent,Debt Consolidation,17518.57,14.1,,9.0,0.0,649572.0,791714.0,0.0,0.0,0.0
559416.0,Long Term,,,Home Mortgage,Debt Consolidation,19951.52,9.3,21.0,13.0,0.0,168416.0,617122.0,0.0,0.0,6.0
,Short Term,748.0,1158924.0,Home Mortgage,Debt Consolidation,16321.57,19.6,35.0,12.0,0.0,170905.0,811008.0,0.0,0.0,10.0
,Long Term,739.0,2378876.0,Home Mortgage,Debt Consolidation,29537.78,18.0,76.0,10.0,0.0,357998.0,671858.0,0.0,0.0,1.0
,Short Term,737.0,1677168.0,Home Mortgage,Debt Consolidation,21663.42,19.9,26.0,5.0,0.0,615429.0,731632.0,0.0,0.0,9.0
129316.0,Short Term,669.0,1580078.0,Home Mortgage,Other,25939.56,15.9,,11.0,0.0,663936.0,978076.0,0.0,0.0,10.0
768856.0,Short Term,693.0,1328005.0,Home Mortgage,Home Improvements,11509.44,12.1,28.0,10.0,0.0,8531.0,120560.0,0.0,0.0,3.0
472252.0,Short Term,742.0,2932688.0,Home Mortgage,Debt Consolidation,5767.64,13.0,,13.0,0.0,200450.0,523930.0,0.0,0.0,7.0
191576.0,Short Term,738.0,700758.0,Rent,Debt Consolidation,19154.09,12.9,18.0,7.0,0.0,78223.0,117172.0,0.0,0.0,10.0
518760.0,Long Term,707.0,896040.0,Rent,Debt Consolidation,20086.04,22.4,,9.0,0.0,266019.0,619762.0,0.0,0.0,10.0
291016.0,Long Term,660.0,676647.0,Home Mortgage,Debt Consolidation,9923.89,22.4,,10.0,0.0,245214.0,483692.0,0.0,0.0,4.0
784014.0,Short Term,706.0,12574770.0,Rent,Major Purchase,31646.4,16.9,23.0,16.0,0.0,69825.0,594440.0,0.0,0.0,10.0
223520.0,Short Term,734.0,926592.0,Home Mortgage,Debt Consolidation,21543.34,15.4,,7.0,0.0,213180.0,333102.0,0.0,0.0,7.0
526152.0,Long Term,712.0,1685091.0,Home Mortgage,Other,12567.93,16.0,,9.0,0.0,252111.0,460438.0,0.0,0.0,0.0
109296.0,Short Term,,,Home Mortgage,Debt Consolidation,11640.54,14.8,,7.0,0.0,295830.0,360580.0,0.0,0.0,4.0
455906.0,Long Term,720.0,891480.0,Own Home,Debt Consolidation,16789.54,13.6,,7.0,0.0,375079.0,725032.0,0.0,0.0,10.0
119284.0,Short Term,714.0,374604.0,Rent,Debt Consolidation,7835.41,12.5,,5.0,0.0,141417.0,179938.0,0.0,0.0,
289344.0,Long Term,,,Rent,Buy A Car,4228.83,19.5,9.0,6.0,0.0,75810.0,274318.0,0.0,0.0,10.0
107250.0,Short Term,750.0,833625.0,Rent,Debt Consolidation,1743.82,12.5,,6.0,0.0,94715.0,510092.0,0.0,0.0,10.0
,Short Term,738.0,996835.0,Home Mortgage,Home Improvements,12626.45,11.8,,8.0,1.0,94373.0,206976.0,1.0,0.0,10.0
432432.0,Short Term,725.0,2054052.0,Rent,Debt Consolidation,46900.93,14.5,0.0,19.0,0.0,463619.0,1198274.0,0.0,0.0,3.0
